timestamp,turbidity,dissolved_oxygen,turbidity_setpoint,do_setpoint,coagulant_dose,aeration_rate
2023-01-01T13:52:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T13:53:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T13:54:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T13:55:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T13:56:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T13:57:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T13:58:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T13:59:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:00:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:01:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:02:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:03:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:04:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:05:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:06:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:07:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:08:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:09:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:10:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:11:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:12:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:13:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:14:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:15:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:16:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:17:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:18:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:19:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:20:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:21:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:22:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:23:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:24:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:25:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:26:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:27:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:28:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:29:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:30:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:31:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:32:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:33:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:34:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:35:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:36:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:37:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:38:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:39:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:40:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:41:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:42:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:43:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:44:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:45:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:46:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:47:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:48:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:49:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:50:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:51:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:52:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:53:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:54:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:55:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:56:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:57:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T14:58:00,0.09765625,8.368279525945654,5.0,8.5,0,20
2023-01-01T14:59:00,0.09765625,8.368279525945656,5.0,8.5,0,20
2023-01-01T15:00:00,0.09765625,8.368279525945654,5.0,8.5,0,20
